,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,racethn4,educ4,age3,kids,orientation,weight
712,Not at all masculine,Not at all important,1,0,0,0,0,0,Yes,"Never, but open to it","Never, but open to it",Rarely,Often,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, but open to it",Often,0,1,1,1,0,1,1,1,1,0,0,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Widowed,0,0,1,Straight,White,High school or G.E.D.,Nevada,Prefer not to answer,Mountain,Windows Desktop / Laptop,White,High school or less,65 and up,0,Straight,1.561797238
713,Somewhat masculine,Not at all important,0,1,0,0,0,0,No,Rarely,Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, but open to it","Never, and not open to it",Often,"Never, but open to it","Never, and not open to it",Sometimes,0,1,0,0,0,0,0,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,White,High school or G.E.D.,California,"$0-$9,999",Pacific,Android Phone / Tablet,White,High school or less,65 and up,1,Straight,1.9206372669999998
714,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Rarely,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,1,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,Other,College graduate,Oregon,Prefer not to answer,Pacific,Windows Desktop / Laptop,Other,College or more,35 - 64,1,Straight,0.50999378
715,Very masculine,Somewhat important,1,1,0,0,0,0,No,"Never, but open to it",Sometimes,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Often,"Never, and not open to it",Sometimes,0,1,1,1,0,0,0,0,0,0,0,0,"Employed, working full-time",0,0,0,0,0,Men generally have more support from their managers,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,1,0,0,1,0,0,0,0,1,0,Divorced,0,0,1,Straight,White,College graduate,California,"$100,000-$124,999",West South Central,Windows Desktop / Laptop,White,College or more,18 - 34,0,Straight,1.6795885259999999
716,Somewhat masculine,Very important,1,1,0,0,0,1,No,Often,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Rarely,Rarely,"Never, but open to it",Sometimes,0,1,0,1,0,0,1,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,No,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,High school or G.E.D.,Oklahoma,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,White,High school or less,35 - 64,1,Straight,3.0428229460000003
717,Very masculine,Somewhat important,1,0,0,0,0,0,Yes,Often,Often,Often,Sometimes,Rarely,Often,"Never, and not open to it",Rarely,Sometimes,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,0,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,Texas,"$100,000-$124,999",West South Central,Windows Desktop / Laptop,White,Some college,65 and up,1,Straight,0.600430108
718,Somewhat masculine,Not too important,1,0,0,0,0,1,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, but open to it",Often,Often,Rarely,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Virginia,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.608994519
719,Very masculine,Somewhat important,0,1,1,1,1,1,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,Sometimes,Sometimes,0,1,0,1,0,1,0,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,No,Never,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,Associate's degree,Colorado,"$50,000-$74,999",Mountain,Android Phone / Tablet,White,Some college,35 - 64,1,Straight,0.596377432
720,Somewhat masculine,Not too important,1,0,0,0,0,0,No,Sometimes,Rarely,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,High school or G.E.D.,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,High school or less,65 and up,1,Straight,1.8728175790000001
721,Somewhat masculine,Not too important,1,0,0,0,1,0,No,Sometimes,Often,Sometimes,No answer,"Never, and not open to it",Sometimes,"Never, but open to it",Sometimes,"Never, but open to it","Never, but open to it",No answer,0,0,0,0,0,0,0,1,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,Divorced,0,1,0,Bisexual,White,Post graduate degree,Pennsylvania,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Gay/Bisexual,0.05724395400000001
722,Somewhat masculine,Somewhat important,1,1,1,1,1,0,No,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, but open to it","Never, but open to it","Never, but open to it",Rarely,0,1,0,1,0,1,1,1,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,Yes,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Married,0,0,1,Gay,White,Post graduate degree,Florida,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,0,Gay/Bisexual,0.06259677400000001
723,Somewhat masculine,Very important,0,0,0,0,1,0,No,Sometimes,Often,Sometimes,"Never, and not open to it",Rarely,Rarely,"Never, and not open to it",Often,Often,Often,Rarely,0,1,0,0,0,0,0,0,0,0,0,0,"Not employed, student",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,You make more money than your date,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,0,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Michigan,"$10,000-$24,999",West North Central,Android Phone / Tablet,White,Post graduate degree,35 - 64,0,Straight,0.060012942
724,Somewhat masculine,Very important,0,0,0,1,0,0,No,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, and not open to it","Never, and not open to it",0,0,0,0,0,0,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,1,1,0,Straight,White,Associate's degree,Texas,"$150,000-$174,999",West South Central,Windows Desktop / Laptop,White,Some college,35 - 64,1,Straight,0.6205287420000001
725,Very masculine,Somewhat important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",No answer,1,1,1,1,1,1,1,1,1,1,1,0,"Employed, working full-time",Men make more money,0,0,0,0,0,0,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Married,0,0,1,Straight,Other,Some college,Maryland,"$50,000-$74,999",South Atlantic,Android Phone / Tablet,Other,Some college,35 - 64,0,Straight,1.275042651
726,Very masculine,Very important,1,0,1,0,0,0,Yes,Sometimes,Sometimes,Rarely,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,Black,Post graduate degree,Georgia,Prefer not to answer,South Atlantic,iOS Phone / Tablet,Black,Post graduate degree,65 and up,1,Straight,0.18157593600000002
727,Somewhat masculine,Somewhat important,1,1,1,0,0,0,No,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,1,0,0,1,0,1,1,0,0,1,0,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,0,0,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,Did not respond at all,0,0,You didn?t think it was your place,A lot,Yes,Yes,Always,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,1,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Florida,"$200,000+",South Atlantic,iOS Phone / Tablet,White,College or more,35 - 64,1,Straight,0.545344405
728,Somewhat masculine,Somewhat important,0,0,0,0,1,0,Yes,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Rarely,Rarely,Rarely,Sometimes,Sometimes,Often,0,1,1,1,1,0,0,1,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Other,White,Post graduate degree,Nebraska,"$25,000-$49,999",West North Central,MacOS Desktop / Laptop,White,Post graduate degree,35 - 64,0,Other,0.07845712
729,Very masculine,Not too important,0,0,0,0,0,1,Yes,Rarely,Rarely,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Rarely,0,1,0,1,0,0,1,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Michigan,"$150,000-$174,999",East North Central,iOS Phone / Tablet,White,Post graduate degree,65 and up,1,Straight,0.059086640999999995
730,Somewhat masculine,Not too important,0,1,0,0,0,1,No,Sometimes,Rarely,"Never, but open to it",Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it",Rarely,0,0,1,0,0,0,1,0,1,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Never,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Separated,0,1,0,Straight,Other,Post graduate degree,New Jersey,"$10,000-$24,999",Middle Atlantic,Windows Desktop / Laptop,Other,Post graduate degree,65 and up,1,Straight,0.130138597
731,Very masculine,Very important,1,0,1,0,1,0,Yes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,0,0,0,0,0,0,1,1,1,1,0,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,0,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,1,1,1,1,0,0,0,1,0,0,0,Married,1,0,0,Straight,Asian,College graduate,Wyoming,"$25,000-$49,999",0,iOS Phone / Tablet,Other,College or more,35 - 64,1,Straight,0.34450937600000003
732,Very masculine,Somewhat important,0,0,1,0,0,0,Yes,Rarely,"Never, but open to it","Never, but open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Often,0,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,0,1,0,0,0,0,0,1,1,Married,1,0,0,Straight,White,College graduate,Virginia,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.608994519
733,Somewhat masculine,Somewhat important,1,0,0,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Sometimes,Sometimes,Often,0,1,0,1,1,0,0,1,1,1,1,0,"Employed, working part-time",Men make more money,0,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,0,0,0,0,0,None of the above,0,0,0,0,Reached out to the victim to offer support,0,0,0,0,Some,Yes,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,0,0,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,White,College graduate,Maine,"$10,000-$24,999",New England,Other,White,College or more,65 and up,1,Straight,0.605148042
734,Somewhat masculine,Somewhat important,1,1,0,0,0,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Rarely,0,1,0,1,0,1,1,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,0,0,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,1,1,0,0,0,0,0,1,0,Married,1,1,0,Straight,White,College graduate,Massachusetts,"$100,000-$124,999",New England,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.64648046
735,Somewhat masculine,Somewhat important,1,0,1,0,0,0,No,Rarely,Rarely,"Never, and not open to it","Never, and not open to it","Never, but open to it",Often,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,Married,0,1,0,Straight,White,Some college,Washington,"$50,000-$74,999",Pacific,Android Phone / Tablet,White,Some college,65 and up,1,Straight,0.461500079
736,Somewhat masculine,Somewhat important,0,0,1,0,1,0,No,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Often,"Never, but open to it","Never, but open to it",Rarely,0,1,1,1,0,0,1,1,1,1,1,0,"Employed, working full-time",0,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,0,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,No,Always,It?s the right thing to do,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Married,1,0,0,Straight,White,High school or G.E.D.,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,High school or less,35 - 64,1,Straight,1.999202175
737,Very masculine,Not too important,0,0,1,0,0,1,No,Often,Often,Often,Sometimes,"Never, but open to it",Often,"Never, and not open to it",No answer,Often,Rarely,"Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Not employed, student",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,0,0,0,0,0,0,Other (please specify),0,0,0,1,0,1,0,0,0,1,1,Divorced,0,1,0,Straight,White,Some college,New Mexico,"$100,000-$124,999",Mountain,MacOS Desktop / Laptop,White,Some college,35 - 64,1,Straight,0.536890969
738,Somewhat masculine,Somewhat important,1,0,0,1,0,0,Yes,Rarely,Often,Often,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,Rarely,Rarely,0,1,1,1,0,0,0,0,1,1,0,0,"Employed, working part-time",Men make more money,Men are taken more seriously,Men have more choice,0,Men are explicitly praised more often,0,0,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,0,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,0,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Vermont,"$200,000+",New England,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.066058959
739,Very masculine,Not too important,1,1,0,0,0,1,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it","Never, and not open to it","Never, but open to it","Never, but open to it",Rarely,0,1,0,0,0,0,1,0,0,0,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Always,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Iowa,"$25,000-$49,999",West North Central,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.819306183
740,Somewhat masculine,Not at all important,0,0,0,0,1,0,No,Rarely,No answer,Often,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,No answer,Rarely,0,1,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Florida,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet,White,Post graduate degree,65 and up,1,Straight,0.060690025999999994
741,Somewhat masculine,Very important,1,1,1,0,1,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Sometimes,Rarely,Rarely,0,1,0,0,1,1,0,0,0,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Often,It?s the right thing to do,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,1,1,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,Black,Post graduate degree,Georgia,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Black,Post graduate degree,35 - 64,1,Straight,0.19178652399999999
